T,K,Mkt,Ana,Err_A,MC,Err_MC,IV_Mkt,IV_MC
0.9609856262833676,10600.0,0.875,0.8,-0.08,0.87,-0.0,0.14083457605389038,0.14076738841783162
1.056810403832991,7225.0,465.85,462.98,-2.87,442.27,-23.58,0.16522085643427753,0.15684625606043995
1.056810403832991,8500.0,51.4,49.59,-1.81,45.63,-5.77,0.1281813538372105,0.12403679692914522
1.1334702258726899,4250.0,2885.3,2878.68,-6.62,2871.49,-13.81,0.3140851993453742,0.2893155178330804
1.1334702258726899,6500.0,980.3499999999999,971.94,-8.41,950.06,-30.29,0.20164772187968802,0.18905293827094188
1.1334702258726899,7000.0,631.9000000000001,628.25,-3.65,605.98,-25.92,0.17704951685663609,0.16783432211465021
1.1334702258726899,7650.0,278.8,280.1,1.3,264.43,-14.37,0.14849533780725935,0.14339139488728206
1.1334702258726899,8000.0,156.55,156.87,0.32,146.16,-10.39,0.1375166186152883,0.13321593363436374
1.1334702258726899,8700.0,42.2,40.9,-1.3,38.62,-3.58,0.12781891999493675,0.12498432968949158
1.1334702258726899,9400.0,11.85,11.13,-0.72,10.58,-1.27,0.1288275317452747,0.12642646184977938
1.1334702258726899,9800.0,6.1,5.63,-0.47,5.07,-1.03,0.13141171347888048,0.12806679334491933
1.379876796714579,5000.0,2259.9,2257.27,-2.63,2243.72,-16.18,0.264791347313875,0.25135324382123186
1.379876796714579,5900.0,1514.85,1510.77,-4.08,1484.31,-30.54,0.22646137992127677,0.21142475316577725
1.379876796714579,6600.0,989.8,985.72,-4.08,957.64,-32.16,0.1972484877051803,0.18552978209965434
1.379876796714579,6950.0,751.35,751.2,-0.15,720.54,-30.81,0.1818612698876157,0.17170401384299333
1.379876796714579,7675.0,348.4,354.79,6.39,332.62,-15.78,0.15293012635242093,0.14793425057468876
1.379876796714579,8400.0,118.4,122.02,3.62,112.04,-6.36,0.13388001982094255,0.13110963312272844
1.379876796714579,8700.0,71.55,73.37,1.82,68.95,-2.6,0.12998526523158963,0.1285417539420822
1.379876796714579,9400.0,22.25,22.36,0.11,21.54,-0.71,0.12766900127127911,0.12685871945263977
1.379876796714579,10200.0,7.0,6.46,-0.54,5.66,-1.34,0.13203660199298972,0.12817476024575492
1.8809034907597535,4200.0,2782.05,3033.49,251.44,3014.55,232.5,0.0,0.266439257586476
1.8809034907597535,4500.0,2778.65,2777.06,-1.59,2759.29,-19.36,0.276954098947125,0.25982041109504567
1.8809034907597535,5250.0,2155.45,2155.73,0.28,2129.16,-26.29,0.24694189907536596,0.23209911891562285
1.8809034907597535,5900.0,1648.85,1648.06,-0.79,1608.25,-40.6,0.2240736987579339,0.20736277588720983
1.8809034907597535,6250.0,1391.6,1390.73,-0.87,1349.98,-41.62,0.21194297328703668,0.19710526743416962
1.8809034907597535,6950.0,914.95,921.59,6.64,886.16,-28.79,0.1864440474194122,0.17812126306033288
1.8809034907597535,7650.0,518.9000000000001,534.86,15.96,500.21,-18.69,0.16257570593606138,0.15757152130211408
1.8809034907597535,8400.0,226.15,244.61,18.46,224.03,-2.12,0.14196553953014468,0.1413110222970012
1.8809034907597535,8800.0,133.95,147.93,13.98,135.64,1.69,0.1349118241771115,0.1355435184614212
1.8809034907597535,9400.0,59.05,65.19,6.14,57.91,-1.14,0.1296731755726607,0.12901750080675903
1.8809034907597535,10200.0,22.0,21.8,-0.2,18.63,-3.37,0.13058887453518517,0.1267075289216152
